"TIME","GEO","INDIC_ED","UNIT","Value"
"2006","Greece","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2006","Spain","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.26"
"2006","Spain","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.10"
"2006","Spain","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.67"
"2006","Spain","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.95"
"2006","Spain","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55"
"2006","Spain","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.13"
"2006","Spain","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.13"
"2006","Spain","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.11"
"2006","Spain","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.78"
"2006","Spain","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.34"
"2006","Spain","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.52"
"2006","Spain","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.34"
"2006","France","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.61"
"2006","France","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.13"
"2006","France","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.64"
"2006","France","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.20"
"2006","France","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.64"
"2006","France","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.39"
"2006","France","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.21"
"2006","France","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","10.59"
"2006","France","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.18"
"2006","France","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.40"
"2006","France","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.54"
"2006","France","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.51"
"2006","Croatia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.04"
"2006","Croatia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.71"
"2006","Croatia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.90"
"2006","Croatia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.86"
"2006","Croatia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57"
"2006","Croatia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.01"
"2006","Croatia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.03"
"2006","Croatia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.14"
"2006","Croatia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.07"
"2006","Croatia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.06"
"2006","Croatia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.38"
"2006","Croatia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.14"
"2006","Italy","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.67"
"2006","Italy","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.18"
"2006","Italy","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.23"
"2006","Italy","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.77"
"2006","Italy","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50"
"2006","Italy","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.46"
"2006","Italy","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.21"
"2006","Italy","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.64"
"2006","Italy","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.20"
"2006","Italy","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.44"
"2006","Italy","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.37"
"2006","Italy","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.66"
"2006","Cyprus","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.02"
"2006","Cyprus","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.95"
"2006","Cyprus","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.08"
"2006","Cyprus","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.65"
"2006","Cyprus","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.34"
"2006","Cyprus","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.11"
"2006","Cyprus","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.91"
"2006","Cyprus","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","16.48"
"2006","Cyprus","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","14.35"
"2006","Cyprus","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","2.14"
"2006","Cyprus","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","1.21"
"2006","Cyprus","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","7.36"
"2006","Latvia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.13"
"2006","Latvia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.30"
"2006","Latvia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.24"
"2006","Latvia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.92"
"2006","Latvia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.67"
"2006","Latvia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.86"
"2006","Latvia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.27"
"2006","Latvia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","13.39"
"2006","Latvia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","12.68"
"2006","Latvia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.71"
"2006","Latvia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.66"
"2006","Latvia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.29"
"2006","Lithuania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.82"
"2006","Lithuania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.72"
"2006","Lithuania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.51"
"2006","Lithuania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.99"
"2006","Lithuania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.59"
"2006","Lithuania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.48"
"2006","Lithuania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.33"
"2006","Lithuania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","14.08"
"2006","Lithuania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","13.11"
"2006","Lithuania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.97"
"2006","Lithuania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.46"
"2006","Lithuania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.92"
"2006","Luxembourg","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.41"
"2006","Luxembourg","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.83"
"2006","Luxembourg","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.58"
"2006","Luxembourg","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2006","Luxembourg","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2006","Luxembourg","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.33"
"2006","Luxembourg","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.08"
"2006","Luxembourg","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","8.83"
"2006","Luxembourg","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","8.64"
"2006","Luxembourg","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.20"
"2006","Luxembourg","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2006","Luxembourg","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.48"
"2006","Hungary","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.44"
"2006","Hungary","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.06"
"2006","Hungary","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.34"
"2006","Hungary","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.04"
"2006","Hungary","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.00"
"2006","Hungary","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.13"
"2006","Hungary","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.31"
"2006","Hungary","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","10.42"
"2006","Hungary","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.83"
"2006","Hungary","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.60"
"2006","Hungary","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.54"
"2006","Hungary","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.75"
"2006","Malta","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.45"
"2006","Malta","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.51"
"2006","Malta","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.95"
"2006","Malta","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.97"
"2006","Malta","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.02"
"2006","Malta","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.45"
"2006","Malta","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.00"
"2006","Malta","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","14.94"
"2006","Malta","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","14.94"
"2006","Malta","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.00"
"2006","Malta","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.37"
"2006","Malta","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.69"
"2006","Netherlands","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.50"
"2006","Netherlands","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.37"
"2006","Netherlands","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.20"
"2006","Netherlands","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.52"
"2006","Netherlands","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.41"
"2006","Netherlands","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.72"
"2006","Netherlands","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.78"
"2006","Netherlands","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.08"
"2006","Netherlands","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.36"
"2006","Netherlands","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.72"
"2006","Netherlands","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.88"
"2006","Netherlands","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.36"
"2006","Austria","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.40"
"2006","Austria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.00"
"2006","Austria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.54"
"2006","Austria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.47"
"2006","Austria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40"
"2006","Austria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.88"
"2006","Austria","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.52"
"2006","Austria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.00"
"2006","Austria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.94"
"2006","Austria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.06"
"2006","Austria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.59"
"2006","Austria","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.46"
"2006","Poland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.25"
"2006","Poland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.71"
"2006","Poland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.05"
"2006","Poland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.96"
"2006","Poland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.53"
"2006","Poland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.14"
"2006","Poland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.12"
"2006","Poland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.98"
"2006","Poland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.71"
"2006","Poland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.27"
"2006","Poland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.54"
"2006","Poland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.39"
"2006","Portugal","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.07"
"2006","Portugal","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.53"
"2006","Portugal","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.05"
"2006","Portugal","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.97"
"2006","Portugal","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.53"
"2006","Portugal","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.90"
"2006","Portugal","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.17"
"2006","Portugal","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.22"
"2006","Portugal","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.85"
"2006","Portugal","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.37"
"2006","Portugal","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.43"
"2006","Portugal","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.23"
"2006","Romania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2006","Romania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2006","Romania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2006","Romania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2006","Romania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2006","Romania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2006","Romania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2006","Romania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Romania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Romania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Romania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2006","Romania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2006","Slovenia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.72"
"2006","Slovenia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.55"
"2006","Slovenia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.42"
"2006","Slovenia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.23"
"2006","Slovenia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51"
"2006","Slovenia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.23"
"2006","Slovenia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.49"
"2006","Slovenia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.90"
"2006","Slovenia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.80"
"2006","Slovenia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.10"
"2006","Slovenia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.76"
"2006","Slovenia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.78"
"2006","Slovakia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.80"
"2006","Slovakia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.67"
"2006","Slovakia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.76"
"2006","Slovakia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.90"
"2006","Slovakia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.47"
"2006","Slovakia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.59"
"2006","Slovakia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.21"
"2006","Slovakia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","10.40"
"2006","Slovakia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.84"
"2006","Slovakia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.57"
"2006","Slovakia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.62"
"2006","Slovakia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","3.92"
"2006","Finland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.18"
"2006","Finland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.28"
"2006","Finland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.61"
"2006","Finland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.96"
"2006","Finland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.34"
"2006","Finland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.74"
"2006","Finland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.45"
"2006","Finland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.57"
"2006","Finland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.66"
"2006","Finland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.91"
"2006","Finland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.15"
"2006","Finland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.13"
"2006","Sweden","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.75"
"2006","Sweden","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.68"
"2006","Sweden","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.64"
"2006","Sweden","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.81"
"2006","Sweden","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.59"
"2006","Sweden","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.00"
"2006","Sweden","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.75"
"2006","Sweden","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.80"
"2006","Sweden","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.38"
"2006","Sweden","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.42"
"2006","Sweden","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.17"
"2006","Sweden","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.66"
"2006","Iceland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.55"
"2006","Iceland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.61"
"2006","Iceland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.54"
"2006","Iceland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.36"
"2006","Iceland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.04"
"2006","Iceland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","7.16"
"2006","Iceland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.38"
"2006","Iceland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","18.12"
"2006","Iceland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","17.20"
"2006","Iceland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.92"
"2006","Iceland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.81"
"2006","Iceland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","8.01"
"2006","Liechtenstein","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.05"
"2006","Liechtenstein","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.64"
"2006","Liechtenstein","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.98"
"2006","Liechtenstein","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.19"
"2006","Liechtenstein","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.25"
"2006","Liechtenstein","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","1.95"
"2006","Liechtenstein","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.10"
"2006","Liechtenstein","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Liechtenstein","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Liechtenstein","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Liechtenstein","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2006","Liechtenstein","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2006","Norway","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.49"
"2006","Norway","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.66"
"2006","Norway","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.28"
"2006","Norway","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.05"
"2006","Norway","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50"
"2006","Norway","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.31"
"2006","Norway","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","1.18"
"2006","Norway","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","16.20"
"2006","Norway","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","13.26"
"2006","Norway","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","2.94"
"2006","Norway","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2006","Norway","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.48"
"2006","Switzerland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.28"
"2006","Switzerland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.41"
"2006","Switzerland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.17"
"2006","Switzerland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.39"
"2006","Switzerland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.31"
"2006","Switzerland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.11"
"2006","Switzerland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.17"
"2006","Switzerland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","15.89"
"2006","Switzerland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","15.38"
"2006","Switzerland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.51"
"2006","Switzerland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.54"
"2006","Switzerland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.88"
"2006","United Kingdom","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.38"
"2006","United Kingdom","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.58"
